Action,Portfolio,Broker & acct,Asset class,Ticker / ISIN / Reference,Security name,Currency,Trade date, Executed unit price , Executed quantity ,Transaction cost
Buy,Personal,HSBC,Equities,168 HK Equity,TSINGTAO BREWERY CO LTD-H,HKD,2/6/2025,53.4,"22,000",0
Buy,Sinowell,HSBC,Equities,1211 HK Equity,BYD CO LTD-H,HKD,2/6/2025,380.8,"3,000",0
Buy,FGI,LGT,Equities,1088 HK Equity,CHINA SHENHUA ENERGY CO-H,HKD,2/6/2025,32.1,"24,000",0
Buy,FGI,LGT,Equities,168 HK Equity,TSINGTAO BREWERY CO LTD-H,HKD,2/6/2025,53.26,"14,000",0
Buy,FGI,HSBC,Cash,Cash - GBP,Cash - GBP,GBP,4/6/2025,"215,000.00",1,0
Sell,Sinowell,HSBC,Equities,1211 HK Equity,BYD CO LTD-H,HKD,5/6/2025,411,"-1,500",0
Buy,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,5/6/2025,"602,977.61",1,0
Sell,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,5/6/2025,"102,185.81",-1,0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,5/6/2025,"6,233.09",1,0
Buy,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,5/6/2025,"6,850.88",1,0
Sell,Sinowell,HSBC,Fixed deposits,Deposit HKD,Deposit HKD,HKD,5/6/2025,"1,551,979.79",-1,0
Sell,Personal,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,5/6/2025,"134,421.23",-1,0
Buy,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,5/6/2025,"1,230,659.00",1,0
Buy,Personal,HSBC,Cash,Cash - THB,Cash - THB,THB,5/6/2025,"1,600,000.00",1,0
Buy,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,5/6/2025,"1,194,654.73",1,0
Sell,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,5/6/2025,"49,587.97",-1,0
Buy,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,5/6/2025,"1,500,674.87",1,0
Sell,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,5/6/2025,"192,062.00",-1,0
Buy,Sinowell,HSBC,Fixed deposits,Deposit HKD,Deposit HKD,HKD,5/6/2025,"16,928.42",1,0
Buy,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,5/6/2025,"102,184.70",1,0
Buy,FGI,HSBC,Cash,Deposit USD,Deposit USD,USD,5/6/2025,"10,022.07",1,0
Sell,Sinowell,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,6/6/2025,0.17,"-640,777",0
Sell,Personal,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,6/6/2025,0.17,"-194,175",0
Sell,FGI,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,6/6/2025,0.17,"-1,165,049",0
Sell,Sinowell,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,6/6/2025,0.18,"-288,349",0
Sell,Personal,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,6/6/2025,0.18,"-87,379",0
Sell,FGI,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,6/6/2025,0.18,"-524,272",0
Sell,Sinowell,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,9/6/2025,0.19,"-64,270",0
Sell,Personal,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,9/6/2025,0.19,"-19,476",0
Sell,FGI,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,9/6/2025,0.19,"-116,854",0
Sell,Sinowell,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,9/6/2025,0.18,"-2,592,454",0
Sell,Personal,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,9/6/2025,0.18,"-785,593",0
Sell,FGI,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,9/6/2025,0.18,"-4,713,554",0
Sell,Sinowell,HSBC,Cash,Cash - Loan (HKD),Cash - Loan (HKD),HKD,10/6/2025,"15,700,760.00",-1,0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,10/6/2025,"2,000,000.00",1,0
Buy,Sinowell,HSBC,Equities,1211 HK Equity,BYD CO LTD-H,HKD,10/6/2025, -   ,"3,000",0
Sell,Sinowell,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,10/6/2025,0.18,"-897,087",0
Sell,Personal,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,10/6/2025,0.18,"-271,845",0
Sell,FGI,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,10/6/2025,0.18,"-1,631,068",0
Sell,Sinowell,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,12/6/2025,0.17,"-332,627",0
Sell,Personal,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,12/6/2025,0.17,"-100,796",0
Sell,FGI,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,12/6/2025,0.17,"-604,777",0
Sell,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,13/6/2025,"400,000.00",-1,0
Buy,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,13/6/2025,"1,999,964.74",1,0
Sell,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,13/6/2025,"1,998,183.00",-1,0
Buy,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,13/6/2025,"644,590.00",1,0
Sell,Sinowell,HSBC,Fixed deposits,Deposit HKD,Deposit HKD,HKD,13/6/2025,"611,795.47",-1,0
Sell,Sinowell,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,16/6/2025,0.15,"-1,064,234",0
Sell,Personal,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,16/6/2025,0.15,"-322,495",0
Sell,FGI,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,16/6/2025,0.15,"-1,934,971",0
Sell,Sinowell,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,18/6/2025,0.15,"-192,233",0
Sell,Personal,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,18/6/2025,0.15,"-58,252",0
Sell,FGI,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,18/6/2025,0.15,"-349,515",0
Sell,Sinowell,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,19/6/2025,0.15,"-9,524",0
Sell,Personal,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,19/6/2025,0.15,"-31,430",0
Sell,FGI,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,19/6/2025,0.15,"-57,146",0
Buy,Sinowell,HSBC,Equities,939 HK Equity,CHINA CONSTRUCTION BANK-H,HKD,19/6/2025,7.53,"104,000",0
Buy,Sinowell,HSBC,Equities,1088 HK Equity,CHINA SHENHUA ENERGY CO-H,HKD,19/6/2025,33.55,"23,000",0
Buy,Sinowell,HSBC,Equities,168 HK Equity,TSINGTAO BREWERY CO LTD-H,HKD,19/6/2025,49.8,"14,000",0
Buy,Sinowell,HSBC,Equities,1 HK Equity,CK HUTCHISON HOLDINGS LTD,HKD,19/6/2025,47.75,"16,000",0
Sell,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,20/6/2025,"738,704.66",-1,0
Sell,Personal,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,20/6/2025,"760,000.00",-1,0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,20/6/2025,"4,801.00",1,0
Buy,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,20/6/2025,"9,074,048.00",1,0
Sell,Sinowell,HSBC,Fixed deposits,Deposit HKD,Deposit HKD,HKD,20/6/2025,"9,020,395.53",-1,0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,20/6/2025,"2,456.00",1,0
Buy,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,20/6/2025,"760,000.00",1,0
Buy,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,20/6/2025,"23,398.00",1,0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,20/6/2025,"7,292.00",1,0
Buy,FGI,LGT,Cash,Cash - GBP,Cash - GBP,GBP,23/6/2025,"300,000.00",1,0
Sell,Personal,HSBC,Equities,1 HK EQUITY,CK HUTCHISON HOLDINGS LTD,HKD,25/6/2025,49.05,"-20,000",0
Sell,Personal,HSBC,Equities,1398 HK EQUITY,IND & COMM BK OF CHINA-H,HKD,25/6/2025,6.45,"-198,000",0
Sell,Personal,HSBC,Equities,700 HK EQUITY,TENCENT HOLDINGS LTD,HKD,25/6/2025,512.5,"-4,412",0
Sell,Personal,HSBC,Equities,883 HK EQUITY,CNOOC LTD-H,HKD,25/6/2025,17.96,"-45,000",0
Sell,Personal,HSBC,Equities,941 HK EQUITY,CHINA MOBILE LTD-H,HKD,25/6/2025,87.4,"-41,000",0
Buy,Sinowell,HSBC,Equities,1 HK EQUITY,CK HUTCHISON HOLDINGS LTD,HKD,25/6/2025,49.05,"20,000",0
Buy,Sinowell,HSBC,Equities,1398 HK EQUITY,IND & COMM BK OF CHINA-H,HKD,25/6/2025,6.45,"198,000",0
Buy,Sinowell,HSBC,Equities,700 HK EQUITY,TENCENT HOLDINGS LTD,HKD,25/6/2025,512.5,"4,412",0
Buy,Sinowell,HSBC,Equities,883 HK EQUITY,CNOOC LTD-H,HKD,25/6/2025,17.96,"45,000",0
Buy,Sinowell,HSBC,Equities,941 HK EQUITY,CHINA MOBILE LTD-H,HKD,25/6/2025,87.4,"41,000",0
Sell,Personal,HSBC,Equities,2318 HK EQUITY,PING AN INSURANCE GROUP CO-H,HKD,25/6/2025,51.45,"-19,500",0
Sell,Personal,HSBC,Equities,857 HK EQUITY,PETROCHINA CO LTD-H,HKD,25/6/2025,6.69,"-310,000",0
Buy,Sinowell,HSBC,Equities,2318 HK EQUITY,PING AN INSURANCE GROUP CO-H,HKD,25/6/2025,51.45,"19,500",0
Buy,Sinowell,HSBC,Equities,857 HK EQUITY,PETROCHINA CO LTD-H,HKD,25/6/2025,6.69,"310,000",0
Sell,Personal,HSBC,Equities,2388 HK EQUITY,BOC HONG KONG HOLDINGS LTD,HKD,25/6/2025,36.75,"-24,000",0
Sell,Personal,HSBC,Equities,5 HK EQUITY,HSBC HOLDINGS PLC,HKD,25/6/2025,95.6,"-26,400",0
Sell,Personal,HSBC,Equities,728 HK EQUITY,CHINA TELECOM CORP LTD-H,HKD,25/6/2025,5.62,"-175,000",0
Sell,Personal,HSBC,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,25/6/2025,115.5,"-15,648",0
Sell,Personal,HSBC,Equities,823 HK Equity,LINK REIT,HKD,25/6/2025,43.65,"-23,000",0
Sell,Personal,HSBC,Equities,6823 HK Equity,HKT TRUST AND HKT LTD-SS,HKD,25/6/2025,11.54,"-136,000",0
Sell,Personal,HSBC,Equities,142 HK Equity,FIRST PACIFIC CO,HKD,25/6/2025,5.68,"-212,000",0
Sell,Personal,HSBC,Equities,1810 HK Equity,XIAOMI CORP-CLASS B,HKD,25/6/2025,56.65,"-16,000",0
Sell,Personal,HSBC,Equities,939 HK Equity,CHINA CONSTRUCTION BANK-H,HKD,25/6/2025,8.11,"-114,000",0
Sell,Personal,HSBC,Equities,3606 HK Equity,FUYAO GLASS INDUSTRY GROUP-H,HKD,25/6/2025,57.8,"-14,000",0
Sell,Personal,HSBC,Equities,168 HK Equity,TSINGTAO BREWERY CO LTD-H,HKD,25/6/2025,51.85,"-22,000",0
Buy,Sinowell,HSBC,Equities,2388 HK EQUITY,BOC HONG KONG HOLDINGS LTD,HKD,25/6/2025,36.75,"24,000",0
Buy,Sinowell,HSBC,Equities,5 HK EQUITY,HSBC HOLDINGS PLC,HKD,25/6/2025,95.6,"26,400",0
Buy,Sinowell,HSBC,Equities,728 HK EQUITY,CHINA TELECOM CORP LTD-H,HKD,25/6/2025,5.62,"175,000",0
Buy,Sinowell,HSBC,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,25/6/2025,115.5,"15,648",0
Buy,Sinowell,HSBC,Equities,823 HK Equity,LINK REIT,HKD,25/6/2025,43.65,"23,000",0
Buy,Sinowell,HSBC,Equities,6823 HK Equity,HKT TRUST AND HKT LTD-SS,HKD,25/6/2025,11.54,"136,000",0
Buy,Sinowell,HSBC,Equities,142 HK Equity,FIRST PACIFIC CO,HKD,25/6/2025,5.68,"212,000",0
Buy,Sinowell,HSBC,Equities,1810 HK Equity,XIAOMI CORP-CLASS B,HKD,25/6/2025,56.65,"16,000",0
Buy,Sinowell,HSBC,Equities,939 HK Equity,CHINA CONSTRUCTION BANK-H,HKD,25/6/2025,8.11,"114,000",0
Buy,Sinowell,HSBC,Equities,3606 HK Equity,FUYAO GLASS INDUSTRY GROUP-H,HKD,25/6/2025,57.8,"14,000",0
Buy,Sinowell,HSBC,Equities,168 HK Equity,TSINGTAO BREWERY CO LTD-H,HKD,25/6/2025,51.85,"22,000",0
Sell,Personal,HSBC,Bonds,CKINF 4.85 PERP Corp,PHOENIX LEAD LTD,USD,25/6/2025,79.54,"-300,000",0
Sell,Personal,HSBC,Bonds,US448579AT90 Corp,HYATT HOTELS CORP,USD,25/6/2025,100.48,"-80,000",0
Sell,Personal,HSBC,Bonds,US58013MEZ32 Corp,MCDONALD'S CORP,USD,25/6/2025,97.36,"-75,000",0
Sell,Personal,HSBC,Bonds,XS2057072477 Corp,CK HUTCHISON GROUP,GBP,25/6/2025,77.23,"-200,000",0
Buy,Sinowell,HSBC,Bonds,CKINF 4.85 PERP Corp,PHOENIX LEAD LTD,USD,25/6/2025,79.54,"300,000",0
Buy,Sinowell,HSBC,Bonds,US448579AT90 Corp,HYATT HOTELS CORP,USD,25/6/2025,100.48,"80,000",0
Buy,Sinowell,HSBC,Bonds,US58013MEZ32 Corp,MCDONALD'S CORP,USD,25/6/2025,97.36,"75,000",0
Buy,Sinowell,HSBC,Bonds,XS2057072477 Corp,CK HUTCHISON GROUP,GBP,25/6/2025,77.23,"200,000",0
Sell,Sinowell,HSBC,Equities,941 HK EQUITY,CHINA MOBILE LTD-H,HKD,25/6/2025,87.5,"-9,000",0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,25/6/2025,"320,000.00",1,0
Sell,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,27/6/2025,"6,852,541.91",-1,0
Sell,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,27/6/2025,"316,761.89",-1,0
Buy,Sinowell,HSBC,Cash,Deposit USD,Deposit USD,USD,27/6/2025,"1,173,443.10",1,0
Buy,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,27/6/2025,"91,327.51",1,0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,27/6/2025,"3,721.25",1,0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,27/6/2025,190.64,1,0
Buy,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,27/6/2025,"139,876.00",1,0
Sell,Sinowell,HSBC,Equities,5 HK EQUITY,HSBC HOLDINGS PLC,HKD,2/7/2025,95.2,"-11,600",0
Buy,FGI,LGT,Cash,Cash - GBP,Cash - GBP,GBP,2/7/2025,"300,000.00",1,0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,3/7/2025,"300,000.00",1,0
Sell,Sinowell,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,4/7/2025,0.1,"-672,806",0
Sell,Personal,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,4/7/2025,0.1,"-175,336",0
Sell,FGI,Yuanta,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,4/7/2025,0.1,"-1,183,455",0
Buy,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,4/7/2025,"30,737.00",1,0
Sell,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,4/7/2025,"3,704.00",-1,0
Sell,Personal,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,4/7/2025,"3,490,483.00",-1,0
Buy,Personal,HSBC,Cash,Cash - Loan (CHF),Cash - Loan (CHF),CHF,4/7/2025,"2,192,378.47",1,0
Buy,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,4/7/2025,"281,386.16",1,0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,4/7/2025,"3,501,649.89",1,0
Sell,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,4/7/2025,"1,272,208.16",-1,0
Sell,Sinowell,HSBC,Cash,Cash - Loan (CHF),Cash - Loan (CHF),CHF,4/7/2025,"2,201,822.19",-1,0
Sell,Sinowell,HSBC,Cash,Cash - Loan (HKD),Cash - Loan (HKD),HKD,4/7/2025,"17,106.52",-1,0
Buy,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,4/7/2025,"21,333.00",1,0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,4/7/2025,"2,427.00",1,0
Buy,FGI,LGT,Fixed deposits,Deposit USD,Deposit USD,USD,4/7/2025,"1,293,412.00",1,0
Buy,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,7/7/2025,"3,498,218.59",1,0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,10/7/2025,"14,265.84",1,0
Sell,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,14/7/2025,"184,607.00",-1,0
Sell,FGI,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,15/7/2025,"2,294,795.28",-1,0
Sell,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,15/7/2025,"205,204.72",-1,0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,15/7/2025,"1,503,378.00",1,0
Buy,FGI,HSBC,Cash,Cash - GBP,Cash - GBP,GBP,16/7/2025,"385,000.00",1,0
Sell,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,16/7/2025,"750,000.00",-1,0
Buy,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,18/7/2025,"26,509.00",1,0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,18/7/2025,146,1,0
Buy,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,18/7/2025,"93,541.30",1,0
Sell,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,18/7/2025,"755,212.00",-1,0
Buy,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,18/7/2025,"753,377.00",1,0
Buy,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,18/7/2025,"37,167.00",1,0
Sell,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,18/7/2025,"94,303.00",-1,0
Buy,FGI,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,18/7/2025,"94,743.00",1,0
Buy,FGI,LGT,Cash,Cash - GBP,Cash - GBP,GBP,18/7/2025,223,1,0
Sell,FGI,LGT,Equities,1398 HK EQUITY,IND & COMM BK OF CHINA-H,HKD,22/7/2025,6.06,"-16,000",0
Sell,FGI,LGT,Equities,388 HK EQUITY,HONG KONG EXCHANGES & CLEAR,HKD,22/7/2025,432.2,"-1,300",0
Sell,FGI,LGT,Equities,700 HK EQUITY,TENCENT HOLDINGS LTD,HKD,22/7/2025,525,"-1,100",0
Sell,FGI,LGT,Equities,883 HK EQUITY,CNOOC LTD-H,HKD,22/7/2025,18.78,"-16,000",0
Sell,FGI,LGT,Equities,941 HK EQUITY,CHINA MOBILE LTD-H,HKD,22/7/2025,86.64,"-18,000",0
Sell,FGI,LGT,Equities,5 HK EQUITY,HSBC HOLDINGS PLC,HKD,22/7/2025,99.75,"-6,800",0
Sell,FGI,LGT,Equities,728 HK EQUITY,CHINA TELECOM CORP LTD-H,HKD,22/7/2025,5.71,"-38,000",0
Sell,FGI,LGT,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,22/7/2025,117.2,"-2,900",0
Sell,FGI,LGT,Equities,6823 HK Equity,HKT TRUST AND HKT LTD-SS,HKD,22/7/2025,12.5,"-25,000",0
Sell,FGI,LGT,Equities,142 HK Equity,FIRST PACIFIC CO,HKD,22/7/2025,6.15,"-52,000",0
Sell,FGI,LGT,Equities,1810 HK Equity,XIAOMI CORP-CLASS B,HKD,22/7/2025,57.7,"-5,200",0
Sell,FGI,LGT,Equities,939 HK Equity,CHINA CONSTRUCTION BANK-H,HKD,22/7/2025,8.22,"-28,000",0
Sell,FGI,LGT,Equities,3606 HK Equity,FUYAO GLASS INDUSTRY GROUP-H,HKD,22/7/2025,59.21,"-4,400",0
Sell,FGI,LGT,Equities,168 HK Equity,TSINGTAO BREWERY CO LTD-H,HKD,22/7/2025,53.05,"-4,000",0
Sell,FGI,LGT,Equities,1088 HK EQUITY,CHINA SHENHUA ENERGY CO-H,HKD,22/7/2025,34.75,"-8,000",0
Sell,FGI,LGT,Equities,2388 HK EQUITY,BOC HONG KONG HOLDINGS LTD,HKD,22/7/2025,36,"-8,500",0
Sell,FGI,LGT,Equities,857 HK EQUITY,PETROCHINA CO LTD-H,HKD,22/7/2025,7.46,"-92,000",0
Sell,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,23/7/2025,"47,219.00",-1,0
Sell,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,23/7/2025,"266,317.00",-1,0
Sell,FGI,LGT,Cash,Cash - GBP,Cash - GBP,GBP,23/7/2025,"300,000.00",-1,0
Sell,FGI,LGT,Cash,Cash - THB,Cash - THB,THB,23/7/2025,"2,033,630.71",-1,0
Sell,Personal,HSBC,Cash,Cash - THB,Cash - THB,THB,23/7/2025,"340,034.00",-1,0
Sell,Sinowell,HSBC,Cash,Cash - THB,Cash - THB,THB,23/7/2025,"1,117,401.27",-1,0
Sell,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,24/7/2025,"7,226,973.44",-1,0
Buy,FGI,HSBC,Cash,Cash - GBP,Cash - GBP,GBP,24/7/2025,"300,000.00",1,0
Buy,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,25/7/2025,"68,012.15",1,0
Buy,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,25/7/2025,"91,290.00",1,0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,25/7/2025,146,1,0
Sell,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,25/7/2025,"2,165,612.44",-1,0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,25/7/2025,"1,878,231.50",1,0
Sell,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,25/7/2025,"2,205,363.26",-1,0
Sell,Sinowell,HSBC,Cash,Cash - Loan (CHF),Cash - Loan (CHF),CHF,25/7/2025,"1,999.00",-1,0
Sell,Sinowell,HSBC,Cash,Cash - Loan (HKD),Cash - Loan (HKD),HKD,25/7/2025,"14,661.00",-1,0
Buy,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,28/7/2025,"1,893,573.00",1,0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,HKD,4/8/2025,"8,057.00",1,0
Sell,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,4/8/2025,"433,110.00",-1,0
Sell,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,8/8/2025,"218,402.00",-1,0
Sell,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,8/8/2025,"361,550.00",-1,0
Sell,Personal,HSBC,Cash,Cash - CNY,Cash - CNY,CNY,8/8/2025,45.48,-1,0
Sell,Personal,HSBC,Cash,Cash - GBP,Cash - GBP,GBP,8/8/2025,218,-1,0
Buy,Sinowell,HSBC,Cash,Cash - GBP,Cash - GBP,GBP,8/8/2025,597,1,0
Sell,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,8/8/2025,"8,057.00",-1,0
Sell,Sinowell,HSBC,Cash,Cash - Loan (CHF),Cash - Loan (CHF),CHF,8/8/2025,"1,266.00",-1,0
Buy,Sinowell,HSBC,Cash,Cash - Loan (HKD),Cash - Loan (HKD),HKD,8/8/2025,"15,732,528.00",1,0
Sell,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,8/8/2025,"1,705,669.00",-1,0
Sell,FGI,HSBC,Cash,Cash - GBP,Cash - GBP,GBP,8/8/2025,"623,276.42",-1,0
Sell,FGI,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,8/8/2025,274,-1,0
Buy,FGI,HSBC,Cash,Cash - USD,Cash - USD,USD,8/8/2025,2,1,0
Buy,FGI,LGT,Fixed deposits,Deposit USD,Deposit USD,USD,8/8/2025,"829,734.00",1,0
Buy,FGI,LGT,Equities,2269 HK EQUITY,WUXI BIOLOGICS CAYMAN INC,HKD,8/8/2025,29.86,"26,000",0
Buy,FGI,LGT,Equities,1 HK EQUITY,CK HUTCHISON HOLDINGS LTD,HKD,8/8/2025,51.2,"15,000",0
Sell,FGI,LGT,Equities,941 HK EQUITY,CHINA MOBILE LTD-H,HKD,8/8/2025,87.15,"-9,000",0
Sell,Sinowell,HSBC,Equities,941 HK EQUITY,CHINA MOBILE LTD-H,HKD,8/8/2025,87.15,"-9,000",0
Buy,Sinowell,HSBC,Equities,1 HK EQUITY,CK HUTCHISON HOLDINGS LTD,HKD,8/8/2025,51.05,"15,500",0
Buy,Sinowell,HSBC,Equities,2269 HK EQUITY,WUXI BIOLOGICS CAYMAN INC,HKD,8/8/2025,29.95,"39,500",0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,13/8/2025,"6,145.00",1,0
Sell,Sinowell,HSBC,Cash,Cash - Loan (HKD),Cash - Loan (HKD),HKD,13/8/2025,"1,199,775.94",-1,0
Sell,FGI,LGT,Fixed deposits,Deposit USD,Deposit USD,USD,13/8/2025,"89,335.00",-1,0
Buy,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,13/8/2025,"692,381.05",1,0
Buy,Sinowell,HSBC,Equities,1038 HK EQUITY,CK INFRASTRUCTURE HOLDINGS L,HKD,19/8/2025,53.7,"14,500",0
Sell,Sinowell,HSBC,Equities,728 HK EQUITY,CHINA TELECOM CORP LTD-H,HKD,19/8/2025,6.4,"-8,000",0
Buy,Sinowell,HSBC,Equities,27 HK EQUITY,GALAXY ENTERTAINMENT GROUP L,HKD,19/8/2025,39.83,"19,000",0
Buy,Sinowell,HSBC,Equities,1 HK EQUITY,CK HUTCHISON HOLDINGS LTD,HKD,19/8/2025,51.54,"30,500",0
