date,portfolio,scope,nav_usd,daily_net_cf_usd,daily_return_twr,cumulative_twr,mtd_return,qtd_return,ytd_return,itd_return,irr_annualized
2025-04-08,FGI,equity_sub,1427862.43777022,0.0,0.0056680419,0.0732789381,-0.107043587,-0.107043587,0.0732789381,0.0732789381,0.3165614429
2025-04-09,FGI,equity_sub,1421711.83808032,0.0,-0.0043075576,0.0686557273,-0.1108900482,-0.1108900482,0.0686557273,0.0686557273,0.3165614429
2025-04-10,FGI,equity_sub,1451550.00215121,0.0,0.0209874908,0.0910841295,-0.0922298613,-0.0922298613,0.0910841295,0.0910841295,0.3165614429
2025-04-11,FGI,equity_sub,1457944.2130055,0.0,0.0044050917,0.0958904551,-0.0882310506,-0.0882310506,0.0958904551,0.0958904551,0.3165614429
2025-04-12,FGI,equity_sub,1457944.2130055,0.0,0.0,0.0958904551,-0.0882310506,-0.0882310506,0.0958904551,0.0958904551,0.3165614429
2025-04-13,FGI,equity_sub,1457944.2130055,0.0,0.0,0.0958904551,-0.0882310506,-0.0882310506,0.0958904551,0.0958904551,0.3165614429
2025-04-14,FGI,equity_sub,1498765.56564804,0.0,0.0279992556,0.1265745721,-0.0627021987,-0.0627021987,0.1265745721,0.1265745721,0.3165614429
2025-04-15,FGI,equity_sub,1509988.92600791,0.0,0.0074884029,0.1350108163,-0.0556833352,-0.0556833352,0.1350108163,0.1350108163,0.3165614429
2025-04-16,FGI,equity_sub,1508223.67859663,0.0,-0.0011690466,0.1336839358,-0.0567872854,-0.0567872854,0.1336839358,0.1336839358,0.3165614429
2025-04-17,FGI,equity_sub,1523851.49201252,0.0,0.0103617346,0.1454308678,-0.0470139656,-0.0470139656,0.1454308678,0.1454308678,0.3165614429
2025-04-18,FGI,equity_sub,1523851.49201252,0.0,0.0,0.1454308678,-0.0470139656,-0.0470139656,0.1454308678,0.1454308678,0.3165614429
2025-04-19,FGI,equity_sub,1523851.49201252,0.0,0.0,0.1454308678,-0.0470139656,-0.0470139656,0.1454308678,0.1454308678,0.3165614429
2025-04-20,FGI,equity_sub,1523851.49201252,0.0,0.0,0.1454308678,-0.0470139656,-0.0470139656,0.1454308678,0.1454308678,0.3165614429
2025-04-21,FGI,equity_sub,1523851.49201252,0.0,0.0,0.1454308678,-0.0470139656,-0.0470139656,0.1454308678,0.1454308678,0.3165614429
2025-04-22,FGI,equity_sub,1529533.49033049,0.0,0.0037287087,0.1497018459,-0.0434605583,-0.0434605583,0.1497018459,0.1497018459,0.3165614429
2025-04-23,FGI,equity_sub,1539416.52409097,0.0,0.0064614693,0.1571306091,-0.037279908,-0.037279908,0.1571306091,0.1571306091,0.3165614429
2025-04-24,FGI,equity_sub,1530840.54726961,0.0,-0.0055709268,0.1506843191,-0.0426431512,-0.0426431512,0.1506843191,0.1506843191,0.3165614429
2025-04-25,FGI,equity_sub,1533623.43069076,0.0,0.0018178794,0.1527761244,-0.0409027919,-0.0409027919,0.1527761244,0.1527761244,0.3165614429
2025-04-26,FGI,equity_sub,1533623.43069076,0.0,0.0,0.1527761244,-0.0409027919,-0.0409027919,0.1527761244,0.1527761244,0.3165614429
2025-04-27,FGI,equity_sub,1533623.43069076,0.0,0.0,0.1527761244,-0.0409027919,-0.0409027919,0.1527761244,0.1527761244,0.3165614429
2025-04-28,FGI,equity_sub,1540672.36527772,0.0,0.0045962617,0.1580745851,-0.0364945302,-0.0364945302,0.1580745851,0.1580745851,0.3165614429
2025-04-29,FGI,equity_sub,1542057.38273844,0.0,0.0008989695,0.1591156588,-0.0356283682,-0.0356283682,0.1591156588,0.1591156588,0.3165614429
2025-04-30,FGI,equity_sub,1546305.39851175,0.0,0.0027547715,0.1623087577,-0.0329717447,-0.0329717447,0.1623087577,0.1623087577,0.3165614429
2025-05-01,FGI,equity_sub,1547033.19649946,0.0,0.000470669,0.1628558203,0.000470669,-0.0325165945,0.1628558203,0.1628558203,0.3165614429
2025-05-02,FGI,equity_sub,1562482.8803828,0.0,0.0099866531,0.174468858,0.0104620225,-0.0228546733,0.174468858,0.174468858,0.3165614429
2025-05-03,FGI,equity_sub,1562482.8803828,0.0,0.0,0.174468858,0.0104620225,-0.0228546733,0.174468858,0.174468858,0.3165614429
2025-05-04,FGI,equity_sub,1562482.8803828,0.0,0.0,0.174468858,0.0104620225,-0.0228546733,0.174468858,0.174468858,0.3165614429
2025-05-05,FGI,equity_sub,1563833.64100785,0.0,0.0008644963,0.175484182,0.0113355632,-0.0220099348,0.175484182,0.175484182,0.3165614429
2025-05-06,FGI,equity_sub,1581903.87378636,0.0,0.0115550864,0.1890670032,0.0230216329,-0.0107091751,0.1890670032,0.1890670032,0.3165614429
2025-05-07,FGI,equity_sub,1591025.17072057,0.0,0.0057660248,0.195923193,0.028920401,-0.0050048997,0.195923193,0.195923193,0.3165614429
2025-05-08,FGI,equity_sub,1592276.78151337,0.0,0.0007866694,0.1968639892,0.0297298212,-0.0042221675,0.1968639892,0.1968639892,0.3165614429
2025-05-09,FGI,equity_sub,1599227.61388643,0.0,0.0043653418,0.2020887096,0.0342249438,0.000124743,0.2020887096,0.2020887096,0.3165614429
2025-05-10,FGI,equity_sub,1599227.61388643,0.0,0.0,0.2020887096,0.0342249438,0.000124743,0.2020887096,0.2020887096,0.3165614429
2025-05-11,FGI,equity_sub,1599227.61388643,0.0,0.0,0.2020887096,0.0342249438,0.000124743,0.2020887096,0.2020887096,0.3165614429
2025-05-12,FGI,equity_sub,1637461.20483705,0.0,0.0239075355,0.2308276881,0.0589507134,0.0240352608,0.2308276881,0.2308276881,0.3165614429
2025-05-13,FGI,equity_sub,1612877.28283527,0.0,-0.0150134378,0.2123487331,0.0430522227,0.0086609711,0.2123487331,0.2123487331,0.3165614429
2025-05-14,FGI,equity_sub,2172143.76698624,-527414.92036456,0.0197482872,0.2362905441,0.0636507175,0.0285802977,0.2362905441,0.2362905441,0.3165614429
2025-05-15,FGI,equity_sub,2162384.49657522,0.0,-0.004492921,0.2307359883,0.0588718188,0.0239589676,0.2307359883,0.2307359883,0.3165614429
2025-05-16,FGI,equity_sub,2156670.20967766,0.0,-0.002642586,0.2274836626,0.056073659,0.021253068,0.2274836626,0.2274836626,0.3165614429
2025-05-17,FGI,equity_sub,2156670.20967766,0.0,0.0,0.2274836626,0.056073659,0.021253068,0.2274836626,0.2274836626,0.3165614429
2025-05-18,FGI,equity_sub,2156670.20967766,0.0,0.0,0.2274836626,0.056073659,0.021253068,0.2274836626,0.2274836626,0.3165614429
2025-05-19,FGI,equity_sub,2160560.70639334,0.0,0.0018039368,0.2296979656,0.0579787492,0.023095344,0.2296979656,0.2296979656,0.3165614429
2025-05-20,FGI,equity_sub,2187843.00182695,0.0,0.0126274144,0.2452258714,0.0713382853,0.0360143929,0.2452258714,0.2452258714,0.3165614429
2025-05-21,FGI,equity_sub,2507124.31626189,-306109.81010692,0.0060203151,0.2527225236,0.0777880794,0.042251526,0.2527225236,0.2527225236,0.3165614429
2025-05-22,FGI,equity_sub,2487504.37720709,0.0,-0.0078256746,0.2429191247,0.0693536606,0.0340952047,0.2429191247,0.2429191247,0.3165614429
2025-05-23,FGI,equity_sub,2500066.11656137,0.0,0.0050499366,0.2491957875,0.0747538288,0.0393173199,0.2491957875,0.2491957875,0.3165614429
2025-05-24,FGI,equity_sub,2500066.11656137,0.0,0.0,0.2491957875,0.0747538288,0.0393173199,0.2491957875,0.2491957875,0.3165614429
2025-05-25,FGI,equity_sub,2500066.11656137,0.0,0.0,0.2491957875,0.0747538288,0.0393173199,0.2491957875,0.2491957875,0.3165614429
2025-05-26,FGI,equity_sub,2499133.52327002,0.0,-0.0003730275,0.2487298032,0.0743529161,0.0389296261,0.2487298032,0.2487298032,0.3165614429
2025-05-27,FGI,equity_sub,2510833.92638735,0.0,0.0046817839,0.2545760863,0.0793828043,0.0437936701,0.2545760863,0.2545760863,0.3165614429
2025-05-28,FGI,equity_sub,2504281.6488553,0.0,-0.0026096021,0.2513021419,0.0765660446,0.0410697839,0.2513021419,0.2513021419,0.3165614429
2025-05-29,FGI,equity_sub,2519523.8863994,0.0,0.006086471,0.258918156,0.0831185326,0.0474062249,0.258918156,0.258918156,0.3165614429
2025-05-30,FGI,equity_sub,2487605.8143572,0.0,-0.0126682951,0.2429698093,0.0693972674,0.0341373738,0.2429698093,0.2429698093,0.3165614429
2025-05-31,FGI,equity_sub,2487605.8143572,0.0,0.0,0.2429698093,0.0693972674,0.0341373738,0.2429698093,0.2429698093,0.3165614429
2025-06-01,FGI,equity_sub,2487605.8143572,0.0,0.0,0.2429698093,0.0,0.0341373738,0.2429698093,0.2429698093,0.3165614429
2025-06-02,FGI,equity_sub,2677108.35775198,-193320.66907583,-0.0015348596,0.2410620252,-0.0015348596,0.0325501181,0.2410620252,0.2410620252,0.3165614429
2025-06-03,FGI,equity_sub,2707428.85406158,0.0,0.0113258383,0.255118093,0.0097735951,0.0442446137,0.255118093,0.255118093,0.3165614429
2025-06-04,FGI,equity_sub,2717985.78956569,0.0,0.0038992476,0.2600121092,0.0137109524,0.0483163821,0.2600121092,0.2600121092,0.3165614429
2025-06-05,FGI,equity_sub,2733207.26127284,0.0,0.0056002764,0.2670685253,0.0193880139,0.0541872436,0.2670685253,0.2670685253,0.3165614429
2025-06-06,FGI,equity_sub,2723840.33252791,0.0,-0.0034270832,0.262726176,0.0158944864,0.0505744562,0.262726176,0.262726176,0.3165614429
2025-06-07,FGI,equity_sub,2723840.33252791,0.0,0.0,0.262726176,0.0158944864,0.0505744562,0.262726176,0.262726176,0.3165614429
2025-06-08,FGI,equity_sub,2723840.33252791,0.0,0.0,0.262726176,0.0158944864,0.0505744562,0.262726176,0.262726176,0.3165614429
2025-06-09,FGI,equity_sub,2746168.40925708,0.0,0.0081972781,0.2730770937,0.024222056,0.0591863072,0.2730770937,0.2730770937,0.3165614429
2025-06-10,FGI,equity_sub,2747905.00480112,0.0,0.0006323704,0.2738821499,0.0248697437,0.0598561052,0.2738821499,0.2738821499,0.3165614429
2025-06-11,FGI,equity_sub,2768947.83295592,0.0,0.0076577713,0.2836372481,0.0327179618,0.0679722409,0.2836372481,0.2836372481,0.3165614429
2025-06-12,FGI,equity_sub,2738046.63265812,0.0,-0.011159907,0.2693119758,0.0211929254,0.05605377,0.2693119758,0.2693119758,0.3165614429
2025-06-13,FGI,equity_sub,2748445.37569129,0.0,0.0037978692,0.2741326567,0.0250712826,0.0600645241,0.2741326567,0.2741326567,0.3165614429
2025-06-14,FGI,equity_sub,2748445.37569129,0.0,0.0,0.2741326567,0.0250712826,0.0600645241,0.2741326567,0.2741326567,0.3165614429
2025-06-15,FGI,equity_sub,2748445.37569129,0.0,0.0,0.2741326567,0.0250712826,0.0600645241,0.2741326567,0.2741326567,0.3165614429
2025-06-16,FGI,equity_sub,2756414.70293543,0.0,0.0028995764,0.2778271016,0.028043555,0.0631382621,0.2778271016,0.2778271016,0.3165614429
2025-06-17,FGI,equity_sub,2735649.59413221,0.0,-0.0075333762,0.2682007494,0.0202989162,0.0551292417,0.2682007494,0.2682007494,0.3165614429
2025-06-18,FGI,equity_sub,2717226.91120007,0.0,-0.0067342992,0.2596603061,0.013427918,0.0480236857,0.2596603061,0.2596603061,0.3165614429
2025-06-19,FGI,equity_sub,2672373.17600465,0.0,-0.0165071732,0.2388668752,-0.0033009121,0.0307237772,0.2388668752,0.2388668752,0.3165614429
2025-06-20,FGI,equity_sub,2692474.47262231,0.0,0.0075218898,0.2481854954,0.0041961486,0.0384767679,0.2481854954,0.2481854954,0.3165614429
2025-06-21,FGI,equity_sub,2692474.47262231,0.0,0.0,0.2481854954,0.0041961486,0.0384767679,0.2481854954,0.2481854954,0.3165614429
2025-06-22,FGI,equity_sub,2692474.47262231,0.0,0.0,0.2481854954,0.0041961486,0.0384767679,0.2481854954,0.2481854954,0.3165614429
2025-06-23,FGI,equity_sub,2701041.61059458,0.0,0.0031818827,0.2521570752,0.007391383,0.0417810792,0.2521570752,0.2521570752,0.3165614429
2025-06-24,FGI,equity_sub,2740240.68212035,0.0,0.014512576,0.2703290999,0.022011227,0.0569000062,0.2703290999,0.2703290999,0.3165614429
2025-06-25,FGI,equity_sub,2756171.94823077,0.0,0.00581382,0.2777145646,0.0279530163,0.0630446326,0.2777145646,0.2777145646,0.3165614429
2025-06-26,FGI,equity_sub,2738702.68404405,0.0,-0.0063382345,0.2696161101,0.021437609,0.0563068064,0.2696161101,0.2696161101,0.3165614429
2025-06-27,FGI,equity_sub,2733724.0649681,0.0,-0.001817875,0.2673081067,0.0195807631,0.0543865727,0.2673081067,0.2673081067,0.3165614429
2025-06-28,FGI,equity_sub,2733724.0649681,0.0,0.0,0.2673081067,0.0195807631,0.0543865727,0.2673081067,0.2673081067,0.3165614429
2025-06-29,FGI,equity_sub,2733724.0649681,0.0,0.0,0.2673081067,0.0195807631,0.0543865727,0.2673081067,0.2673081067,0.3165614429
2025-06-30,FGI,equity_sub,2718390.61411847,0.0,-0.0056089973,0.260199779,0.0138619374,0.0484725213,0.260199779,0.260199779,0.3165614429
2025-07-01,FGI,equity_sub,2718252.30114949,0.0,-5.08805e-05,0.2601356595,-5.08805e-05,-5.08805e-05,0.2601356595,0.2601356595,0.3165614429
2025-07-02,FGI,equity_sub,2732195.54695014,0.0,0.0051294892,0.2665995117,0.0050783477,0.0050783477,0.2665995117,0.2665995117,0.3165614429
2025-07-03,FGI,equity_sub,2721147.32605378,0.0,-0.0040437153,0.2614777439,0.0010140971,0.0010140971,0.2614777439,0.2614777439,0.3165614429
2025-07-04,FGI,equity_sub,2712507.82458451,0.0,-0.0031749481,0.2574726176,-0.0021640707,-0.0021640707,0.2574726176,0.2574726176,0.3165614429
2025-07-05,FGI,equity_sub,2712507.82458451,0.0,0.0,0.2574726176,-0.0021640707,-0.0021640707,0.2574726176,0.2574726176,0.3165614429
2025-07-06,FGI,equity_sub,2712507.82458451,0.0,0.0,0.2574726176,-0.0021640707,-0.0021640707,0.2574726176,0.2574726176,0.3165614429
2025-07-07,FGI,equity_sub,2715650.77268694,0.0,0.0011586872,0.258929635,-0.001007891,-0.001007891,0.258929635,0.258929635,0.3165614429
2025-07-08,FGI,equity_sub,2736287.74708685,0.0,0.007599274,0.2684965863,0.0065837238,0.0065837238,0.2684965863,0.2684965863,0.3165614429
2025-07-09,FGI,equity_sub,2726441.17701023,0.0,-0.0035985141,0.2639318834,0.0029615181,0.0029615181,0.2639318834,0.2639318834,0.3165614429
2025-07-10,FGI,equity_sub,2740125.5777706,0.0,0.005019144,0.2702757395,0.0079955263,0.0079955263,0.2702757395,0.2702757395,0.3165614429
2025-07-11,FGI,equity_sub,2755737.10410853,0.0,0.0056973762,0.2775129783,0.0137384561,0.0137384561,0.2775129783,0.2775129783,0.3165614429
2025-07-12,FGI,equity_sub,2755737.10410853,0.0,0.0,0.2775129783,0.0137384561,0.0137384561,0.2775129783,0.2775129783,0.3165614429
2025-07-13,FGI,equity_sub,2755737.10410853,0.0,0.0,0.2775129783,0.0137384561,0.0137384561,0.2775129783,0.2775129783,0.3165614429
2025-07-14,FGI,equity_sub,2770497.46965982,0.0,0.0053562314,0.2843556334,0.0191682738,0.0191682738,0.2843556334,0.2843556334,0.3165614429
2025-07-15,FGI,equity_sub,2794021.04867441,0.0,0.0084907419,0.2952607656,0.0278217686,0.0278217686,0.2952607656,0.2952607656,0.3165614429
2025-07-16,FGI,equity_sub,2792847.46705588,0.0,-0.0004200332,0.2947167131,0.0273900493,0.0273900493,0.2947167131,0.2947167131,0.3165614429
2025-07-17,FGI,equity_sub,2789546.97232288,0.0,-0.0011817669,0.2931866597,0.0261759137,0.0261759137,0.2931866597,0.2931866597,0.3165614429
2025-07-18,FGI,equity_sub,2811993.30659302,0.0,0.0080465877,0.3035923995,0.0344331282,0.0344331282,0.3035923995,0.3035923995,0.3165614429
2025-07-19,FGI,equity_sub,2811993.30659302,0.0,0.0,0.3035923995,0.0344331282,0.0344331282,0.3035923995,0.3035923995,0.3165614429
2025-07-20,FGI,equity_sub,2811993.30659302,0.0,0.0,0.3035923995,0.0344331282,0.0344331282,0.3035923995,0.3035923995,0.3165614429
2025-07-21,FGI,equity_sub,2829041.01568917,0.0,0.0060624999,0.3114954283,0.0407043789,0.0407043789,0.3114954283,0.3114954283,0.3165614429
2025-07-22,FGI,equity_sub,1913224.5785959,921989.06332515,0.0021818794,0.3143569531,0.0429750703,0.0429750703,0.3143569531,0.3143569531,0.3165614429
2025-07-23,FGI,equity_sub,1931304.7792813,0.0,0.0094501194,0.3267777832,0.0528313093,0.0528313093,0.3267777832,0.3267777832,0.3165614429
2025-07-24,FGI,equity_sub,1939126.90546768,0.0,0.004050177,0.3321514681,0.0570954624,0.0570954624,0.3321514681,0.3321514681,0.3165614429
2025-07-25,FGI,equity_sub,1921677.99991234,0.0,-0.0089983309,0.3201643284,0.0475833676,0.0475833676,0.3201643284,0.3201643284,0.3165614429
2025-07-26,FGI,equity_sub,1921677.99991234,0.0,0.0,0.3201643284,0.0475833676,0.0475833676,0.3201643284,0.3201643284,0.3165614429
2025-07-27,FGI,equity_sub,1921677.99991234,0.0,0.0,0.3201643284,0.0475833676,0.0475833676,0.3201643284,0.3201643284,0.3165614429
2025-07-28,FGI,equity_sub,1925581.58995394,0.0,0.0020313445,0.3228460369,0.0497113704,0.0497113704,0.3228460369,0.3228460369,0.3165614429
2025-07-29,FGI,equity_sub,1922497.62185414,0.0,-0.0016015775,0.3207273965,0.0480301763,0.0480301763,0.3207273965,0.3207273965,0.3165614429
2025-07-30,FGI,equity_sub,1919120.06136258,0.0,-0.0017568607,0.3184070625,0.0461889333,0.0461889333,0.3184070625,0.3184070625,0.3165614429
2025-07-31,FGI,equity_sub,1895667.74967926,0.0,-0.0122203463,0.3022956716,0.0334041422,0.0334041422,0.3022956716,0.3022956716,0.3165614429
2025-08-01,FGI,equity_sub,1881417.19906248,0.0,-0.0075174305,0.2925057544,-0.0075174305,0.0256355984,0.2925057544,0.2925057544,0.3165614429
2025-08-02,FGI,equity_sub,1881417.19906248,0.0,0.0,0.2925057544,-0.0075174305,0.0256355984,0.2925057544,0.2925057544,0.3165614429
2025-08-03,FGI,equity_sub,1881417.19906248,0.0,0.0,0.2925057544,-0.0075174305,0.0256355984,0.2925057544,0.2925057544,0.3165614429
2025-08-04,FGI,equity_sub,1887213.99592308,0.0,0.00308108,0.296488068,-0.0044595124,0.0287956637,0.296488068,0.296488068,0.3165614429
2025-08-05,FGI,equity_sub,1898981.74467049,0.0,0.0062355137,0.3045723371,0.001748194,0.0352107331,0.3045723371,0.3045723371,0.3165614429
2025-08-06,FGI,equity_sub,1908055.18522969,0.0,0.0047780557,0.3108056564,0.0065346027,0.0401570277,0.3108056564,0.3108056564,0.3165614429
2025-08-07,FGI,equity_sub,1921333.30240302,0.0,0.0069589796,0.3199275263,0.0135390565,0.0473954593,0.3199275263,0.3199275263,0.3165614429
2025-08-08,FGI,equity_sub,2012735.06734675,-96824.95380779,-0.0028226174,0.3162018759,0.0106782235,0.0444390626,0.3162018759,0.3162018759,0.3165614429
2025-08-09,FGI,equity_sub,2012735.06734675,0.0,0.0,0.3162018759,0.0106782235,0.0444390626,0.3162018759,0.3162018759,0.3165614429
2025-08-10,FGI,equity_sub,2012735.06734675,0.0,0.0,0.3162018759,0.0106782235,0.0444390626,0.3162018759,0.3162018759,0.3165614429
2025-08-11,FGI,equity_sub,2020150.4490695,0.0,0.0036842314,0.3210510681,0.0144017959,0.0482870178,0.3210510681,0.3210510681,0.3165614429
2025-08-12,FGI,equity_sub,2030458.43275332,0.0,0.0051025822,0.3277918398,0.0195778644,0.0536359884,0.3277918398,0.3277918398,0.3165614429
2025-08-13,FGI,equity_sub,2064910.58023575,0.0,0.0169676694,0.3503213728,0.0368777246,0.0715137356,0.3503213728,0.3503213728,0.3165614429
2025-08-14,FGI,equity_sub,2055684.00387367,0.0,-0.0044682692,0.3442877734,0.0322446758,0.0667259238,0.3442877734,0.3442877734,0.3165614429
2025-08-15,FGI,equity_sub,2046360.43781044,0.0,-0.0045355055,0.3381907488,0.0275629244,0.0618877825,0.3381907488,0.3381907488,0.3165614429
2025-08-16,FGI,equity_sub,2046360.43781044,0.0,0.0,0.3381907488,0.0275629244,0.0618877825,0.3381907488,0.3381907488,0.3165614429
2025-08-17,FGI,equity_sub,2046360.43781044,0.0,0.0,0.3381907488,0.0275629244,0.0618877825,0.3381907488,0.3381907488,0.3165614429
2025-08-18,FGI,equity_sub,2036307.24490448,0.0,-0.0049127186,0.3316165943,0.022514797,0.0566710267,0.3316165943,0.3316165943,0.3165614429
2025-08-19,FGI,equity_sub,2033621.2508565,0.0,-0.0013190515,0.3298601235,0.0211660473,0.0552772232,0.3298601235,0.3298601235,0.3165614429
2025-08-20,FGI,equity_sub,1974492.63916114,82823.77010246,0.0116517067,0.3453552636,0.0330643746,0.0675730039,0.3453552636,0.3453552636,0.3165614429
2025-08-21,FGI,equity_sub,1982988.64643628,0.0,0.0043028812,0.3511441675,0.0375095279,0.0721666437,0.3511441675,0.3511441675,0.3165614429
2025-08-22,FGI,equity_sub,2094090.64781019,-100616.85472057,0.0052875475,0.3582884065,0.0429954088,0.0778357758,0.3582884065,0.3582884065,0.3165614429
2025-08-23,FGI,equity_sub,2094090.64781019,0.0,0.0,0.3582884065,0.0429954088,0.0778357758,0.3582884065,0.3582884065,0.3165614429
2025-08-24,FGI,equity_sub,2094090.64781019,0.0,0.0,0.3582884065,0.0429954088,0.0778357758,0.3582884065,0.3582884065,0.3165614429
2025-08-25,FGI,equity_sub,2114287.51227444,0.0,0.0096446945,0.3713886831,0.0530547809,0.0882311725,0.3713886831,0.3713886831,0.3165614429
2025-08-26,FGI,equity_sub,2093334.59446751,0.0,-0.0099101554,0.3577980082,0.0426188443,0.0774466325,0.3577980082,0.3577980082,0.3165614429
2025-08-27,FGI,equity_sub,2077870.31478674,0.0,-0.0073873903,0.3477674243,0.034916612,0.0694871137,0.3477674243,0.3477674243,0.3165614429
2025-08-28,FGI,equity_sub,2080431.38206534,0.0,0.0012325443,0.3494286074,0.0361921926,0.070805304,0.3494286074,0.3494286074,0.3165614429
2025-08-29,FGI,equity_sub,2405990.37454327,-321890.43992896,0.0017633615,0.3518081378,0.038019374,0.0726935208,0.3518081378,0.3518081378,0.3165614429
2025-08-30,FGI,equity_sub,2405990.37454327,0.0,0.0,0.3518081378,0.038019374,0.0726935208,0.3518081378,0.3518081378,0.3165614429
2025-08-31,FGI,equity_sub,2405990.37454327,0.0,0.0,0.3518081378,0.038019374,0.0726935208,0.3518081378,0.3518081378,0.3165614429
2025-09-01,FGI,equity_sub,2440429.31911661,0.0,0.0143138331,0.3711576939,0.0143138331,0.0880478768,0.3711576939,0.3711576939,0.3165614429
2025-09-02,FGI,equity_sub,2434235.79675951,0.0,-0.0025378823,0.367677857,0.0117396239,0.0852865393,0.367677857,0.367677857,0.3165614429
