date,portfolio,scope,position_count,total_market_value_usd,total_cost_basis_usd,total_unrealized_pnl_usd,total_realized_pnl_usd,total_pnl_usd,daily_return_pct
2025-03-01,FGI,equity_sub,8,2019549.83377782,1776489.51178778,243060.32199004,56527.03194208,299587.35393212,0.0
2025-03-02,FGI,equity_sub,8,2019549.83377782,1776489.51178778,243060.32199004,56527.03194208,299587.35393212,0.0
2025-03-03,FGI,equity_sub,8,2024523.18116037,1776279.52842876,248243.6527316,56520.35037376,304764.00310536,0.0024626
2025-03-04,FGI,equity_sub,8,2024579.65180069,1776407.37081593,248172.28098476,56524.41825632,304696.69924108,2.789e-05
2025-03-05,FGI,equity_sub,7,1877021.08450557,1606761.01061517,270260.0738904,75065.42132232,345325.49521272,-0.07288356
2025-03-06,FGI,equity_sub,7,1934131.08710102,1607178.78703847,326952.30006254,75084.93919897,402037.23926152,0.03042587
2025-03-07,FGI,equity_sub,7,1928116.74254184,1606765.29039732,321351.45214451,75065.62126721,396417.07341171,-0.00310958
2025-03-08,FGI,equity_sub,7,1928116.74254184,1606765.29039732,321351.45214451,75065.62126721,396417.07341171,0.0
2025-03-09,FGI,equity_sub,7,1928116.74254184,1606765.29039732,321351.45214451,75065.62126721,396417.07341171,0.0
2025-03-10,FGI,equity_sub,7,1899901.76449881,1607013.35166606,292888.41283277,75077.21031096,367965.62314373,-0.01463344
2025-03-11,FGI,equity_sub,7,1886472.98774253,1607427.03438469,279045.95335784,75096.536936,354142.49029383,-0.00706814
2025-03-12,FGI,equity_sub,7,1877499.85356418,1607157.94511134,270341.90845285,75083.96549597,345425.87394882,-0.00475657
