date,portfolio,scope,position_count,total_market_value_usd,total_cost_basis_usd,total_unrealized_pnl_usd,total_realized_pnl_usd,total_pnl_usd,daily_return_pct
2025-03-13,FGI,equity_sub,7,1874609.2899932,1607406.37728619,267202.912707,75095.57186789,342298.48457489,-0.00153958
2025-03-14,FGI,equity_sub,7,1610867.11649152,1390993.83357471,219873.2829168,151930.67804221,371803.96095902,-0.14069181
2025-03-15,FGI,equity_sub,7,1610867.11649152,1390993.83357471,219873.2829168,151930.67804221,371803.96095902,0.0
2025-03-16,FGI,equity_sub,7,1610867.11649152,1390993.83357471,219873.2829168,151930.67804221,371803.96095902,0.0
2025-03-17,FGI,equity_sub,7,1629600.96943267,1390795.21447262,238805.75496005,151908.98395982,390714.73891987,0.01162967
2025-03-18,FGI,equity_sub,7,1870342.56673959,1594000.46877455,276342.09796506,151956.29562552,428298.39359057,0.1477304
2025-03-19,FGI,equity_sub,7,1864051.46998222,1594123.57185499,269927.89812722,151968.03106001,421895.92918722,-0.00336361
2025-03-20,FGI,equity_sub,7,1838415.97383639,1594080.5693814,244335.40445499,151963.93162796,396299.33608295,-0.01375257
2025-03-21,FGI,equity_sub,7,1822059.01342576,1593528.72350175,228530.28992399,151911.3240803,380441.6140043,-0.00889731
2025-03-22,FGI,equity_sub,7,1822059.01342576,1593528.72350175,228530.28992399,151911.3240803,380441.6140043,0.0
2025-03-23,FGI,equity_sub,7,1822059.01342576,1593528.72350175,228530.28992399,151911.3240803,380441.6140043,0.0
2025-03-24,FGI,equity_sub,7,1820395.63476568,1593438.65599191,226956.97877377,151902.73793155,378859.71670532,-0.00091291
2025-03-25,FGI,equity_sub,7,1795550.749269,1593241.7269822,202309.02228681,151883.96466052,354192.98694733,-0.01364807
2025-03-26,FGI,equity_sub,7,1808644.39078697,1592872.96891171,215771.42187527,151848.81090023,367620.2327755,0.00729227
2025-03-27,FGI,equity_sub,7,1828700.34717583,1592872.96891171,235827.37826412,151848.81090023,387676.18916436,0.01108894
2025-03-28,FGI,equity_sub,7,1820594.99135133,1592791.02157286,227803.96977848,151840.99884854,379644.96862703,-0.0044323
2025-03-29,FGI,equity_sub,7,1820594.99135133,1592791.02157286,227803.96977848,151840.99884854,379644.96862703,0.0
2025-03-30,FGI,equity_sub,7,1820594.99135133,1592791.02157286,227803.96977848,151840.99884854,379644.96862703,0.0
2025-03-31,FGI,equity_sub,7,1820462.34523557,1592279.22661595,228183.11861963,151792.20936116,379975.32798077,-7.286e-05
2025-04-01,FGI,equity_sub,7,1616527.8341193,1384672.84720459,231854.98691472,168191.66260065,400046.64951537,-0.11202347
2025-04-02,FGI,equity_sub,7,1614992.62316631,1384316.98241181,230675.64075447,168148.43687316,398824.07762764,-0.0009497
2025-04-03,FGI,equity_sub,7,1595913.33288335,1383907.98765044,212005.3452329,168098.75762289,380104.10285579,-0.01181386
2025-04-04,FGI,equity_sub,7,1597103.38014697,1384939.9458902,212163.43425677,168224.10620068,380387.54045744,0.00074568
2025-04-05,FGI,equity_sub,7,1597103.38014697,1384939.9458902,212163.43425677,168224.10620068,380387.54045744,0.0
2025-04-06,FGI,equity_sub,7,1597103.38014697,1384939.9458902,212163.43425677,168224.10620068,380387.54045744,0.0
2025-04-07,FGI,equity_sub,7,1419814.86764845,1386028.72783896,33786.13980946,168356.35696772,202142.49677721,-0.11100628
2025-04-08,FGI,equity_sub,7,1427862.43777022,1386635.31885893,41227.11891128,168430.0375865,209657.15649777,0.00566804
2025-04-09,FGI,equity_sub,7,1421711.83808032,1386419.4240971,35292.41398321,168403.81355892,203696.22754213,-0.00430756
2025-04-10,FGI,equity_sub,7,1451550.00215121,1387955.72493579,63594.27721544,168590.4229756,232184.70019103,0.02098749
2025-04-11,FGI,equity_sub,7,1457944.2130055,1388594.41993484,69349.79307066,168668.00315925,238017.79622991,0.00440509
2025-04-12,FGI,equity_sub,7,1457944.2130055,1388594.41993484,69349.79307066,168668.00315925,238017.79622991,0.0
2025-04-13,FGI,equity_sub,7,1457944.2130055,1388594.41993484,69349.79307066,168668.00315925,238017.79622991,0.0
2025-04-14,FGI,equity_sub,7,1498765.56564804,1389058.15077943,109707.41486861,168724.33102175,278431.74589036,0.02799926
2025-04-15,FGI,equity_sub,7,1509988.92600791,1388884.47280931,121104.45319862,168703.2349292,289807.68812781,0.0074884
2025-04-16,FGI,equity_sub,7,1508223.67859663,1388707.26267974,119516.4159169,168681.70979683,288198.12571373,-0.00116905
2025-04-17,FGI,equity_sub,7,1523851.49201252,1387839.35110869,136012.14090384,168576.28742907,304588.4283329,0.01036173
2025-04-18,FGI,equity_sub,7,1523851.49201252,1387839.35110869,136012.14090384,168576.28742907,304588.4283329,0.0
2025-04-19,FGI,equity_sub,7,1523851.49201252,1387839.35110869,136012.14090384,168576.28742907,304588.4283329,0.0
2025-04-20,FGI,equity_sub,7,1523851.49201252,1387839.35110869,136012.14090384,168576.28742907,304588.4283329,0.0
2025-04-21,FGI,equity_sub,7,1523851.49201252,1387839.35110869,136012.14090384,168576.28742907,304588.4283329,0.0
