Action,Portfolio,Broker & acct,Asset class,Ticker / ISIN / Reference,Security name,Currency,Trade date, Executed unit price , Executed quantity ,Transaction cost
Buy,FGI,LGT,Cash,Cash - Accrued Dividend (HSBC),Cash - Accrued Dividend (HSBC),USD,7/3/2024," 34,100.00 ", 1 ,0
Buy,Personal,HSBC,Cash,Cash - Accrued Dividend (HSBC),Cash - Accrued Dividend (HSBC),USD,7/3/2024," 23,188.00 ", 1 ,0
Buy,Sinowell,HSBC,Cash,Cash - Accrued Dividend (HSBC),Cash - Accrued Dividend (HSBC),USD,7/3/2024," 16,988.00 ", 1 ,0
Buy,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,12/3/2024, 6.27 ," 110,000 ",0
Buy,Personal,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,12/3/2024, 6.30 ," 80,000 ",0
Buy,Sinowell,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,12/3/2024, 6.30 ," 60,000 ",0
Buy,FGI,LGT,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,12/3/2024, 74.85 ," 20,000 ",0
Buy,Personal,HSBC,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,12/3/2024, 74.85 ," 14,000 ",0
Buy,Sinowell,HSBC,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,12/3/2024, 74.85 ," 13,000 ",0
Buy,FGI,LGT,Equities,STZ US Equity,CONSTELLATION BRANDS INC-A,USD,12/3/2024, 262.00 , 300 ,0
Buy,FGI,LGT,Equities,TAP US Equity,MOLSON COORS BEVERAGE CO - B,USD,12/3/2024, 65.83 ," 1,200 ",0
Buy,FGI,LGT,Derivatives,EWY US Equity,ISHARES MSCI SOUTH KOREA ETF,USD,12/3/2024, 66.97 ," 3,000 ",0
Buy,Personal,HSBC,Equities,STZ US Equity,CONSTELLATION BRANDS INC-A,USD,12/3/2024, 262.00 , 200 ,0
Buy,Sinowell,HSBC,Equities,STZ US Equity,CONSTELLATION BRANDS INC-A,USD,12/3/2024, 262.00 , 180 ,0
Buy,Personal,HSBC,Equities,TAP US Equity,MOLSON COORS BEVERAGE CO - B,USD,12/3/2024, 65.83 , 800 ,0
Buy,Sinowell,HSBC,Equities,TAP US Equity,MOLSON COORS BEVERAGE CO - B,USD,12/3/2024, 65.83 , 700 ,0
Buy,Personal,HSBC,Derivatives,EWY US Equity,ISHARES MSCI SOUTH KOREA ETF,USD,12/3/2024, 66.97 ," 2,000 ",0
Buy,Sinowell,HSBC,Derivatives,EWY US Equity,ISHARES MSCI SOUTH KOREA ETF,USD,12/3/2024, 66.97 ," 1,500 ",0
Sell,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,15/3/2024, 6.36 ," (160,000)",0
Sell,Personal,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,15/3/2024, 6.36 ," (110,000)",0
Sell,Sinowell,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,15/3/2024, 6.36 ," (100,000)",0
Sell,FGI,LGT,Equities,1088 HK Equity,CHINA SHENHUA ENERGY CO-H,HKD,19/3/2024, 29.75 ," (38,000)",0
Sell,Personal,HSBC,Equities,1088 HK Equity,CHINA SHENHUA ENERGY CO-H,HKD,19/3/2024, 29.70 ," (75,000)",0
Sell,Sinowell,HSBC,Equities,1088 HK Equity,CHINA SHENHUA ENERGY CO-H,HKD,19/3/2024, 29.66 ," (50,000)",0
Buy,FGI,LGT,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,19/3/2024, 71.10 ," 20,000 ",0
Buy,Personal,HSBC,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,19/3/2024, 71.35 ," 14,000 ",0
Buy,Sinowell,HSBC,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,19/3/2024, 71.35 ," 13,000 ",0
Sell,FGI,LGT,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,19/3/2024, 285.64 ," (6,000)",0
Sell,Personal,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,19/3/2024, 285.60 ," (4,000)",0
Sell,Sinowell,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,19/3/2024, 285.40 ," (4,000)",0
Sell,Personal,HSBC,Equities,883 HK Equity,CNOOC LTD-H,HKD,19/3/2024, 17.74 ," (50,000)",0
Sell,Sinowell,HSBC,Equities,883 HK Equity,CNOOC LTD-H,HKD,19/3/2024, 17.74 ," (75,000)",0
Sell,Personal,HSBC,Equities,857 HK Equity,PETROCHINA CO LTD-H,HKD,19/3/2024, 6.44 ," (150,000)",0
Sell,Sinowell,HSBC,Equities,857 HK Equity,PETROCHINA CO LTD-H,HKD,19/3/2024, 6.44 ," (110,000)",0
Buy,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,21/3/2024, 6.11 ," 130,000 ",0
Buy,Personal,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,21/3/2024, 6.14 ," 90,000 ",0
Buy,Sinowell,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,21/3/2024, 6.13 ," 80,000 ",0
0,FGI,0,0,0,0,0,22/3/2024," 6,098.00 ", (1),0
Buy,FGI,LGT,Equities,600887 CH Equity,INNER MONGOLIA YILI INDUS-A,CNY,22/3/2024, 28.42 ," 50,000 ",0
Sell,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,22/3/2024, 6.35 ," (130,000)",0
Sell,Personal,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,22/3/2024, 6.42 ," (90,000)",0
Sell,Sinowell,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,22/3/2024, 6.41 ," (80,000)",0
Sell,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,22/3/2024, 6.45 ," (130,000)",0
Sell,Personal,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,22/3/2024, 6.53 ," (90,000)",0
Sell,Sinowell,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,22/3/2024, 6.53 ," (80,000)",0
Sell,FGI,LGT,Equities,2318 HK Equity,PING AN INSURANCE GROUP CO-H,HKD,22/3/2024, 33.50 ," (20,000)",0
Sell,Personal,HSBC,Equities,2318 HK Equity,PING AN INSURANCE GROUP CO-H,HKD,22/3/2024, 33.50 ," (20,000)",0
Buy,FGI,LGT,Equities,TAP US Equity,MOLSON COORS BEVERAGE CO - B,USD,22/3/2024, 66.66 ," 1,200 ",0
Buy,Personal,HSBC,Equities,TAP US Equity,MOLSON COORS BEVERAGE CO - B,USD,22/3/2024, 66.66 , 800 ,0
Buy,Sinowell,HSBC,Equities,TAP US Equity,MOLSON COORS BEVERAGE CO - B,USD,22/3/2024, 66.66 , 700 ,0
Sell,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,22/3/2024," 744,982.50 ", (1),0
Sell,FGI,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,22/3/2024," 1,568,128.02 ", (1),0
Buy,FGI,HSBC,Cash,Cash - CNY,Cash - CNY,CNY,22/3/2024," 1,449,734.35 ", 1 ,0
Buy,Personal,HSBC,Bonds,US912810TW80 Govt,US TREASURY N/B,USD,22/3/2024, 103.10 ," 200,000 ",0
Buy,Personal,HSBC,Bonds,US91282CBQ33 Govt,US TREASURY N/B,USD,22/3/2024, 92.57 ," 150,000 ",0
Sell,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,25/3/2024," 200,000.00 ", (1),0
Sell,FGI,LGT,Cash,Cash - CNY,Cash - CNY,CNY,28/3/2024," 28,543.00 ", (1),0
Sell,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,28/3/2024," 58,401.00 ", (1),0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,28/3/2024," 15,878.00 ", 1 ,0
Sell,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,28/3/2024," 5,732,497.00 ", (1),0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,28/3/2024," 138,834.00 ", 1 ,0
Buy,Personal,HSBC,Fixed deposits,Deposit HKD,Deposit HKD,HKD,28/3/2024," 5,024,250.00 ", 1 ,0
Sell,Sinowell,HSBC,Cash,Cash - CNY,Cash - CNY,CNY,28/3/2024," 49,328.00 ", (1),0
Sell,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,28/3/2024," 473,869.00 ", (1),0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,28/3/2024," 173,118.00 ", 1 ,0
Buy,Sinowell,HSBC,Fixed deposits,Deposit HKD,Deposit HKD,HKD,28/3/2024," 12,895.00 ", 1 ,0
Sell,Sinowell,HSBC,Fixed deposits,Deposit CNY,Deposit CNY,CNY,28/3/2024," 509,773.00 ", (1),0
Sell,Sinowell,HSBC,Fixed deposits,Deposit SGD,Deposit SGD,SGD,28/3/2024," 42,155.00 ", (1),0
Buy,Sinowell,HSBC,Fixed deposits,Deposit EUR,Deposit EUR,EUR,28/3/2024, 697.00 , 1 ,0
0,FGI,0,0,0,0,0,28/3/2024," 6,552.00 ", (1),0
Buy,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,2/4/2024, 6.06 ," 250,000 ",0
Buy,Personal,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,2/4/2024, 6.06 ," 170,000 ",0
Buy,Sinowell,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,2/4/2024, 6.06 ," 160,000 ",0
Buy,FGI,LGT,Equities,STZ US Equity,CONSTELLATION BRANDS INC-A,USD,3/4/2024, 266.00 , 300 ,0
Buy,Personal,HSBC,Equities,STZ US Equity,CONSTELLATION BRANDS INC-A,USD,3/4/2024, 266.00 , 200 ,0
Buy,Sinowell,HSBC,Equities,STZ US Equity,CONSTELLATION BRANDS INC-A,USD,3/4/2024, 266.00 , 180 ,0
Buy,Personal,HSBC,Equities,1299 HK Equity,AIA GROUP LTD,HKD,3/4/2024, 53.00 ," 10,000 ",0
Sell,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,3/4/2024, 6.26 ," (110,000)",0
Sell,Personal,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,3/4/2024, 6.27 ," (70,000)",0
Sell,Sinowell,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,3/4/2024, 6.26 ," (70,000)",0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,5/4/2024," 54,000.00 ", 1 ,0
Sell,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,5/4/2024," 422,855.64 ", (1),0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,5/4/2024," 48,100.00 ", 1 ,0
Buy,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,5/4/2024," 376,654.75 ", (1),0
0,FGI,0,0,0,0,0,5/4/2024, 104.00 , (1),0
Buy,FGI,LGT,Equities,KHC US Equity,KRAFT HEINZ CO/THE,USD,8/4/2024, 37.20 ," 2,500 ",0
Buy,Personal,HSBC,Equities,KHC US Equity,KRAFT HEINZ CO/THE,USD,8/4/2024, 37.18 ," 2,000 ",0
Buy,Sinowell,HSBC,Equities,KHC US Equity,KRAFT HEINZ CO/THE,USD,8/4/2024, 37.18 ," 2,000 ",0
Buy,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,9/4/2024, 6.15 ," 100,000 ",0
Buy,FGI,LGT,Equities,27 HK Equity,GALAXY ENTERTAINMENT GROUP L,HKD,10/4/2024, 40.85 ," 20,000 ",0
Buy,Personal,HSBC,Equities,27 HK Equity,GALAXY ENTERTAINMENT GROUP L,HKD,10/4/2024, 40.85 ," 11,000 ",0
Buy,Sinowell,HSBC,Equities,27 HK Equity,GALAXY ENTERTAINMENT GROUP L,HKD,10/4/2024, 40.85 ," 11,000 ",0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,10/4/2024," 75,000.00 ", 1 ,0
Sell,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,10/4/2024," 587,353.50 ", (1),0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,10/4/2024," 65,000.00 ", 1 ,0
Sell,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,10/4/2024," 509,079.35 ", (1),0
0,FGI,0,0,0,0,0,12/4/2024, 3.00 , (1),0
Sell,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,16/4/2024, 6.40 ," (150,000)",0
Sell,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,16/4/2024, 6.64 ," (250,000)",0
Sell,Personal,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,16/4/2024, 6.63 ," (160,000)",0
Sell,Sinowell,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,16/4/2024, 6.63 ," (160,000)",0
Buy,FGI,LGT,Equities,KHC US Equity,KRAFT HEINZ CO/THE,USD,18/4/2024, 36.52 ," 1,500 ",0
Sell,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,19/4/2024," 3,758,784.00 ", (1),0
Buy,FGI,LGT,Derivatives,FCN 2899 HK Equity 20240730,FCN 2899 HK Equity 20240730,HKD,19/4/2024," 1,500,000.00 ", 1 ,0
Buy,Personal,HSBC,Derivatives,FCN 2899 HK Equity 20240812,FCN 2899 HK Equity 20240812,HKD,19/4/2024," 1,000,000.00 ", 1 ,0
Buy,Sinowell,HSBC,Derivatives,FCN 2899 HK Equity 20240812,FCN 2899 HK Equity 20240812,HKD,19/4/2024," 1,000,000.00 ", 1 ,0
Buy,FGI,LGT,Equities,SMSN LI Equity,SAMSUNG ELECTR-GDR REG S,USD,23/4/2024," 1,380.00 ", 60 ,0
Buy,Personal,HSBC,Equities,SMSN LI Equity,SAMSUNG ELECTR-GDR REG S,USD,23/4/2024," 1,379.87 ", 45 ,0
Buy,Sinowell,HSBC,Equities,SMSN LI Equity,SAMSUNG ELECTR-GDR REG S,USD,23/4/2024," 1,378.00 ", 45 ,0
Buy,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,23/4/2024, 6.19 ," 110,000 ",0
Buy,Personal,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,23/4/2024, 6.19 ," 60,000 ",0
Buy,Sinowell,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,23/4/2024, 6.20 ," 60,000 ",0
Buy,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,24/4/2024, 5.91 ," 125,000 ",0
Buy,Personal,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,24/4/2024, 5.92 ," 80,000 ",0
Buy,Sinowell,HSBC,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,24/4/2024, 5.92 ," 80,000 ",0
Sell,FGI,LGT,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,25/4/2024, 340.00 ," (3,000)",0
Sell,Personal,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,25/4/2024, 345.00 ," (2,000)",0
Sell,Sinowell,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,25/4/2024, 344.80 ," (2,000)",0
Buy,Personal,HSBC,Derivatives,700 HK 05/30/24 C360 Equity,May 24 Calls on 700 HK,HKD,25/4/2024, 7.20 ," (2,500)",0
Buy,Sinowell,HSBC,Derivatives,700 HK 05/30/24 C360 Equity,May 24 Calls on 700 HK,HKD,25/4/2024, 7.33 ," (3,000)",0
Sell,FGI,LGT,Equities,688 HK Equity,CHINA OVERSEAS LAND & INVEST,HKD,26/4/2024, 14.04 ," (83,296)",0
Buy,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,26/4/2024, 5.66 ," 130,000 ",0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,26/4/2024," 38,519.45 ", 1 ,0
Sell,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,26/4/2024," 301,707.06 ", (1),0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,26/4/2024," 42,419.09 ", 1 ,0
Sell,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,26/4/2024," 332,251.34 ", (1),0
Sell,FGI,LGT,Cash,Cash - Accrued Dividend (HSBC),Cash - Accrued Dividend (HSBC),USD,26/4/2024," 34,100.00 ", (1),0
Buy,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,26/4/2024," 266,899.00 ", 1 ,0
Sell,Personal,HSBC,Cash,Cash - Accrued Dividend (HSBC),Cash - Accrued Dividend (HSBC),USD,26/4/2024," 23,188.00 ", (1),0
Sell,Sinowell,HSBC,Cash,Cash - Accrued Dividend (HSBC),Cash - Accrued Dividend (HSBC),USD,26/4/2024," 16,988.00 ", (1),0
Sell,FGI,HSBC,Cash,Cash - USD,Cash - USD,USD,26/4/2024," 34,100.00 ", (1),0
Sell,FGI,LGT,Equities,5 HK Equity,HSBC HOLDINGS PLC,HKD,29/4/2024, 65.45 ," (24,000)",0
Sell,Personal,HSBC,Equities,5 HK Equity,HSBC HOLDINGS PLC,HKD,29/4/2024, 65.45 ," (16,000)",0
Buy,FGI,LGT,Equities,941 HK Equity,CHINA MOBILE LTD-H,HKD,29/4/2024, 69.60 ," 17,000 ",0
Sell,FGI,LGT,Equities,9961 HK Equity,TRIP.COM GROUP LTD,HKD,29/4/2024, 385.73 ," (3,000)",0
Sell,Personal,HSBC,Equities,9961 HK Equity,TRIP.COM GROUP LTD,HKD,29/4/2024, 385.60 ," (1,400)",0
Sell,Sinowell,HSBC,Equities,9961 HK Equity,TRIP.COM GROUP LTD,HKD,29/4/2024, 385.80 ," (1,400)",0
0,FGI,0,0,0,0,0,19/4/2024," 1,778.00 ", (1),0
0,FGI,0,0,0,0,0,26/4/2024, 440.00 , (1),0
0,FGI,0,0,0,0,0,26/4/2024, 979.00 , 1 ,0
Buy,FGI,LGT,Cash,Cash - Accrued Dividend (Noble),Cash - Accrued Dividend (Noble),USD,3/5/2024," 16,268.97 ", 1 ,0
Buy,Personal,HSBC,Cash,Cash - Accrued Dividend (Noble),Cash - Accrued Dividend (Noble),USD,3/5/2024," 759,201.04 ", 1 ,0
0,FGI,0,0,0,0,0,3/5/2024, 63.00 , (1),0
Sell,FGI,LGT,Equities,1299 HK Equity,AIA GROUP LTD,HKD,7/5/2024, 61.10 ," (36,000)",0
Sell,FGI,LGT,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,7/5/2024, 369.00 ," (3,000)",0
Buy,Personal,HSBC,Equities,728 HK Equity,CHINA TELECOM CORP LTD-H,HKD,9/5/2024, 4.32 ," 250,000 ",0
Buy,Sinowell,HSBC,Equities,728 HK Equity,CHINA TELECOM CORP LTD-H,HKD,9/5/2024, 4.32 ," 250,000 ",0
Buy,FGI,LGT,Cash,Cash - Accrued Dividend (HSBC),Cash - Accrued Dividend (HSBC),USD,9/5/2024," 26,660.00 ", 1 ,0
Buy,Personal,HSBC,Cash,Cash - Accrued Dividend (HSBC),Cash - Accrued Dividend (HSBC),USD,9/5/2024," 18,228.00 ", 1 ,0
Buy,Sinowell,HSBC,Cash,Cash - Accrued Dividend (HSBC),Cash - Accrued Dividend (HSBC),USD,9/5/2024," 16,988.00 ", 1 ,0
0,FGI,0,0,0,0,0,10/5/2024," 49,654.00 ", (1),0
Sell,FGI,LGT,Equities,5 HK Equity,HSBC HOLDINGS PLC,HKD,10/5/2024, 68.00 ," (12,000)",0
Sell,FGI,LGT,Equities,27 HK Equity,GALAXY ENTERTAINMENT GROUP L,HKD,10/5/2024, 37.20 ," (20,000)",0
Sell,FGI,LGT,Equities,3968 HK Equity,CHINA MERCHANTS BANK-H,HKD,10/5/2024, 37.80 ," (20,000)",0
Sell,FGI,LGT,Equities,941 HK Equity,CHINA MOBILE LTD-H,HKD,10/5/2024, 73.90 ," (10,000)",0
Sell,FGI,LGT,Equities,576 HK Equity,ZHEJIANG EXPRESSWAY CO-H,HKD,10/5/2024, 5.20 ," (250,000)",0
Sell,FGI,LGT,Equities,9961 HK Equity,TRIP.COM GROUP LTD,HKD,10/5/2024, 421.00 ," (2,000)",0
Buy,FGI,LGT,Cash,Cash - Accrued Dividend (ZJ Expressway),Cash - Accrued Dividend (ZJ Expressway),HKD,10/5/2024," 88,097.50 ", 1 ,0
Buy,Personal,HSBC,Cash,Cash - Accrued Dividend (ZJ Expressway),Cash - Accrued Dividend (ZJ Expressway),HKD,10/5/2024," 52,858.50 ", 1 ,0
Buy,Sinowell,HSBC,Cash,Cash - Accrued Dividend (ZJ Expressway),Cash - Accrued Dividend (ZJ Expressway),HKD,10/5/2024," 42,286.80 ", 1 ,0
Sell,FGI,LGT,Equities,1299 HK Equity,AIA GROUP LTD,HKD,17/5/2024, 64.50 ," (18,000)",0
Sell,FGI,LGT,Equities,5 HK Equity,HSBC HOLDINGS PLC,HKD,17/5/2024, 68.65 ," (7,200)",0
Sell,FGI,LGT,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,21/5/2024, 385.00 ," (3,000)",0
Sell,Personal,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,21/5/2024, 382.00 ," (1,500)",0
Sell,Sinowell,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,21/5/2024, 382.00 ," (1,400)",0
Sell,FGI,LGT,Equities,1398 HK Equity,IND & COMM BK OF CHINA-H,HKD,21/5/2024, 4.75 ," (200,000)",0
Sell,FGI,LGT,Equities,941 HK Equity,CHINA MOBILE LTD-H,HKD,21/5/2024, 73.80 ," (17,000)",0
Sell,FGI,LGT,Equities,1299 HK Equity,AIA GROUP LTD,HKD,21/5/2024, 62.35 ," (12,000)",0
Sell,Personal,HSBC,Equities,1299 HK Equity,AIA GROUP LTD,HKD,21/5/2024, 63.00 ," (14,000)",0
Sell,Sinowell,HSBC,Equities,1299 HK Equity,AIA GROUP LTD,HKD,21/5/2024, 63.00 ," (14,000)",0
Sell,FGI,LGT,Equities,9961 HK Equity,TRIP.COM GROUP LTD,HKD,21/5/2024, 430.00 ," (2,000)",0
Sell,Personal,HSBC,Equities,9961 HK Equity,TRIP.COM GROUP LTD,HKD,21/5/2024, 438.00 ," (1,500)",0
Sell,Sinowell,HSBC,Equities,388 HK Equity,HONG KONG EXCHANGES & CLEAR,HKD,21/5/2024, 290.20 ," (2,000)",0
Sell,FGI,LGT,Equities,5 HK Equity,HSBC HOLDINGS PLC,HKD,24/5/2024, 68.50 ," (12,000)",0
Buy,Sinowell,HSBC,Equities,728 HK Equity,CHINA TELECOM CORP LTD-H,HKD,24/5/2024, 4.43 ," 150,000 ",0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,24/5/2024," 1,515,713.27 ", 1 ,0
Sell,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,24/5/2024," 11,840,448.90 ", (1),0
Buy,FGI,LGT,Cash,Cash - Accrued Dividend (Noble),Cash - Accrued Dividend (Noble),USD,24/5/2024," 16,268.97 ", (1),0
Buy,Personal,HSBC,Cash,Cash - Accrued Dividend (Noble),Cash - Accrued Dividend (Noble),USD,24/5/2024," 759,201.04 ", (1),0
Buy,FGI,HSBC,Cash,Cash - USD,Cash - USD,USD,24/5/2024, 128.24 , (1),0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,24/5/2024," 5,984.46 ", (1),0
Sell,Personal,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,16/5/2024, 360.00 ," (2,500)",0
Sell,Sinowell,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,16/5/2024, 360.00 ," (3,000)",0
Buy,Personal,HSBC,Derivatives,700 HK 05/30/24 C360 Equity,May 24 Calls on 700 HK,HKD,28/5/2024, -   ," 2,500 ",0
Buy,Sinowell,HSBC,Derivatives,700 HK 05/30/24 C360 Equity,May 24 Calls on 700 HK,HKD,28/5/2024, -   ," 3,000 ",0
Sell,FGI,LGT,Derivatives,FCN 2899 HK Equity 20240730,FCN 2899 HK Equity 20240730,HKD,28/5/2024," 1,515,138.00 ", (1),0
Sell,FGI,LGT,Equities,5 HK Equity,HSBC HOLDINGS PLC,HKD,29/5/2024, 68.50 ," (10,000)",0
Buy,FGI,LGT,Cash,Cash - Accrued Dividend (Others),Cash - Accrued Dividend (Others),HKD,29/5/2024," 48,818.70 ", 1 ,0
Buy,Personal,HSBC,Cash,Cash - Accrued Dividend (Others),Cash - Accrued Dividend (Others),HKD,29/5/2024," 72,632.70 ", 1 ,0
Buy,Sinowell,HSBC,Cash,Cash - Accrued Dividend (Others),Cash - Accrued Dividend (Others),HKD,29/5/2024," 69,060.60 ", 1 ,0
Buy,FGI,LGT,Cash,Cash - Accrued Dividend (Others),Cash - Accrued Dividend (Others),HKD,29/5/2024," 34,680.00 ", 1 ,0
Buy,Personal,HSBC,Cash,Cash - Accrued Dividend (Others),Cash - Accrued Dividend (Others),HKD,29/5/2024," 18,060.80 ", 1 ,0
Buy,Sinowell,HSBC,Cash,Cash - Accrued Dividend (Others),Cash - Accrued Dividend (Others),HKD,29/5/2024," 20,060.00 ", 1 ,0
Sell,FGI,LGT,Equities,7500 HK Equity,CSOP HANG SENG  INDEX  DAI-H,HKD,30/5/2024, 5.11 ," (155,000)",0
Buy,Personal,HSBC,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,31/5/2024, 76.50 ," 5,000 ",0
Buy,Sinowell,HSBC,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,31/5/2024, 76.50 ," 7,000 ",0
Buy,Personal,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,31/5/2024, 370.00 ," 2,000 ",0
Buy,Sinowell,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,31/5/2024, 370.00 ," 2,000 ",0
Sell,FGI,LGT,Equities,941 HK Equity,CHINA MOBILE LTD-H,HKD,31/5/2024, 75.01 ," (6,000)",0
Sell,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,3/6/2024," 753,483.30 ", (1),0
Sell,FGI,LGT,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,5/6/2024, 77.20 ," (10,000)",0
Sell,FGI,LGT,Bonds,US912810TD00 Govt,US TREASURY N/B,USD,5/6/2024, 64.32 ," (240,000)",0
Sell,Personal,HSBC,Bonds,US912810TD00 Govt,US TREASURY N/B,USD,5/6/2024, 64.15 ," (120,000)",0
Sell,Sinowell,HSBC,Bonds,US912810TD00 Govt,US TREASURY N/B,USD,5/6/2024, 64.15 ," (100,000)",0
Sell,FGI,LGT,Bonds,US912810TW80 Govt,US TREASURY N/B,USD,5/6/2024, 102.13 ," (150,000)",0
